"Step","lux_v2_mappo_seq - collection/reward/reward_mean","lux_v2_mappo_seq - collection/reward/reward_mean__MIN","lux_v2_mappo_seq - collection/reward/reward_mean__MAX"
"60","0.04814668744802475","0.04814668744802475","0.04814668744802475"
"61","0.07181795686483383","0.07181795686483383","0.07181795686483383"
"62","0.07738958299160004","0.07738958299160004","0.07738958299160004"
"63","0.05156117305159569","0.05156117305159569","0.05156117305159569"
"64","0.06483465433120728","0.06483465433120728","0.06483465433120728"
"65","0.06873266398906708","0.06873266398906708","0.06873266398906708"
"66","0.06012916937470436","0.06012916937470436","0.06012916937470436"
"67","0.06380806863307953","0.06380806863307953","0.06380806863307953"
"68","0.08217641711235046","0.08217641711235046","0.08217641711235046"
"69","0.06242792680859566","0.06242792680859566","0.06242792680859566"
"70","0.07656156271696091","0.07656156271696091","0.07656156271696091"
"71","0.05491793155670166","0.05491793155670166","0.05491793155670166"
"72","0.05699964985251427","0.05699964985251427","0.05699964985251427"
"73","0.09110961109399796","0.09110961109399796","0.09110961109399796"
"74","0.09846141189336777","0.09846141189336777","0.09846141189336777"
"75","0.0552251897752285","0.0552251897752285","0.0552251897752285"
"76","0.060489121824502945","0.060489121824502945","0.060489121824502945"
"77","0.07434550672769547","0.07434550672769547","0.07434550672769547"
"78","0.06014809384942055","0.06014809384942055","0.06014809384942055"
"79","0.06043153628706932","0.06043153628706932","0.06043153628706932"
"80","0.08223678171634674","0.08223678171634674","0.08223678171634674"
"81","0.05958392471075058","0.05958392471075058","0.05958392471075058"
"82","0.07117488235235214","0.07117488235235214","0.07117488235235214"
"83","0.057572394609451294","0.057572394609451294","0.057572394609451294"
"84","0.05892995372414589","0.05892995372414589","0.05892995372414589"
"85","0.059550605714321136","0.059550605714321136","0.059550605714321136"
"86","0.06684695184230804","0.06684695184230804","0.06684695184230804"
"87","0.0542418472468853","0.0542418472468853","0.0542418472468853"
"88","0.06769517809152603","0.06769517809152603","0.06769517809152603"
"89","0.057904671877622604","0.057904671877622604","0.057904671877622604"
"90","0.05767054855823517","0.05767054855823517","0.05767054855823517"
"91","0.0846220850944519","0.0846220850944519","0.0846220850944519"
"92","0.09314841777086258","0.09314841777086258","0.09314841777086258"
"93","0.052729420363903046","0.052729420363903046","0.052729420363903046"
"94","0.06140889227390289","0.06140889227390289","0.06140889227390289"
"95","0.06751655787229538","0.06751655787229538","0.06751655787229538"
"96","0.052784401923418045","0.052784401923418045","0.052784401923418045"
"97","0.05905476212501526","0.05905476212501526","0.05905476212501526"
"98","0.04731972888112068","0.04731972888112068","0.04731972888112068"
"99","0.05489956587553024","0.05489956587553024","0.05489956587553024"
"100","0.043111447244882584","0.043111447244882584","0.043111447244882584"
"101","0.05020303651690483","0.05020303651690483","0.05020303651690483"
"102","0.05159757658839226","0.05159757658839226","0.05159757658839226"
"103","0.08166631311178207","0.08166631311178207","0.08166631311178207"
"104","0.06722988188266754","0.06722988188266754","0.06722988188266754"
"105","0.05642486736178398","0.05642486736178398","0.05642486736178398"
"106","0.06001253053545952","0.06001253053545952","0.06001253053545952"
"107","0.07316834479570389","0.07316834479570389","0.07316834479570389"
"108","0.08414822071790695","0.08414822071790695","0.08414822071790695"
"109","0.09929633140563965","0.09929633140563965","0.09929633140563965"
"110","0.09923705458641052","0.09923705458641052","0.09923705458641052"
"111","0.05040137469768524","0.05040137469768524","0.05040137469768524"
"112","0.08669817447662354","0.08669817447662354","0.08669817447662354"
"113","0.11855163425207138","0.11855163425207138","0.11855163425207138"
"114","0.05645941197872162","0.05645941197872162","0.05645941197872162"
"115","0.08085153996944427","0.08085153996944427","0.08085153996944427"
"116","0.09779973328113556","0.09779973328113556","0.09779973328113556"
"117","0.05781528353691101","0.05781528353691101","0.05781528353691101"
"118","0.0599367693066597","0.0599367693066597","0.0599367693066597"
"119","0.080054871737957","0.080054871737957","0.080054871737957"
"120","0.04268311336636543","0.04268311336636543","0.04268311336636543"
"121","0.07376328855752945","0.07376328855752945","0.07376328855752945"
"122","0.08792758733034134","0.08792758733034134","0.08792758733034134"
"123","0.055194191634655","0.055194191634655","0.055194191634655"
"124","0.06654968112707138","0.06654968112707138","0.06654968112707138"
"125","0.08535230159759521","0.08535230159759521","0.08535230159759521"
"126","0.06099063158035278","0.06099063158035278","0.06099063158035278"
"127","0.07116363197565079","0.07116363197565079","0.07116363197565079"
"128","0.09101007133722305","0.09101007133722305","0.09101007133722305"
"129","0.04866637662053108","0.04866637662053108","0.04866637662053108"
"130","0.06578125804662704","0.06578125804662704","0.06578125804662704"
"131","0.0795167088508606","0.0795167088508606","0.0795167088508606"
"132","0.046362560242414474","0.046362560242414474","0.046362560242414474"
"133","0.08641764521598816","0.08641764521598816","0.08641764521598816"
"134","0.10222171992063522","0.10222171992063522","0.10222171992063522"
"135","0.05411268398165703","0.05411268398165703","0.05411268398165703"
"136","0.050524719059467316","0.050524719059467316","0.050524719059467316"
"137","0.07604388892650604","0.07604388892650604","0.07604388892650604"
"138","0.058381643146276474","0.058381643146276474","0.058381643146276474"
"139","0.053962480276823044","0.053962480276823044","0.053962480276823044"
"140","0.07952894270420074","0.07952894270420074","0.07952894270420074"
"141","0.04994157329201698","0.04994157329201698","0.04994157329201698"
"142","0.06632675230503082","0.06632675230503082","0.06632675230503082"
"143","0.07153777778148651","0.07153777778148651","0.07153777778148651"
"144","0.06484100967645645","0.06484100967645645","0.06484100967645645"
"145","0.08805844187736511","0.08805844187736511","0.08805844187736511"
"146","0.08725616335868835","0.08725616335868835","0.08725616335868835"
"147","0.054955169558525085","0.054955169558525085","0.054955169558525085"
"148","0.05605335161089897","0.05605335161089897","0.05605335161089897"
"149","0.07585400342941284","0.07585400342941284","0.07585400342941284"
"150","0.06049561873078346","0.06049561873078346","0.06049561873078346"
"151","0.04708395153284073","0.04708395153284073","0.04708395153284073"
"152","0.06522735953330994","0.06522735953330994","0.06522735953330994"
"153","0.033563677221536636","0.033563677221536636","0.033563677221536636"
"154","0.049262844026088715","0.049262844026088715","0.049262844026088715"
"155","0.046356361359357834","0.046356361359357834","0.046356361359357834"
"156","0.07317797839641571","0.07317797839641571","0.07317797839641571"
"157","0.09790431708097458","0.09790431708097458","0.09790431708097458"
"158","0.08446117490530014","0.08446117490530014","0.08446117490530014"
"159","0.06406343728303909","0.06406343728303909","0.06406343728303909"
"160","0.06176215782761574","0.06176215782761574","0.06176215782761574"
"161","0.07139849662780762","0.07139849662780762","0.07139849662780762"
"162","0.04772423580288887","0.04772423580288887","0.04772423580288887"
"163","0.07006407529115677","0.07006407529115677","0.07006407529115677"
"164","0.08646674454212189","0.08646674454212189","0.08646674454212189"
"165","0.07811256498098373","0.07811256498098373","0.07811256498098373"
"166","0.0794244259595871","0.0794244259595871","0.0794244259595871"
"167","0.10547037422657013","0.10547037422657013","0.10547037422657013"
"168","0.056998103857040405","0.056998103857040405","0.056998103857040405"
"169","0.07878053933382034","0.07878053933382034","0.07878053933382034"
"170","0.07971997559070587","0.07971997559070587","0.07971997559070587"
"171","0.09186576306819916","0.09186576306819916","0.09186576306819916"
"172","0.14881771802902222","0.14881771802902222","0.14881771802902222"
"173","0.14753088355064392","0.14753088355064392","0.14753088355064392"
"174","0.04773055016994476","0.04773055016994476","0.04773055016994476"
"175","0.06839610636234283","0.06839610636234283","0.06839610636234283"
"176","0.06971394270658493","0.06971394270658493","0.06971394270658493"
"177","0.05257759615778923","0.05257759615778923","0.05257759615778923"
"178","0.04984016343951225","0.04984016343951225","0.04984016343951225"
"179","0.04668400436639786","0.04668400436639786","0.04668400436639786"
"180","0.06426186859607697","0.06426186859607697","0.06426186859607697"
"181","0.062488991767168045","0.062488991767168045","0.062488991767168045"
"182","0.06102875620126724","0.06102875620126724","0.06102875620126724"
"183","0.0809599906206131","0.0809599906206131","0.0809599906206131"
"184","0.09415609389543533","0.09415609389543533","0.09415609389543533"
"185","0.09380310028791428","0.09380310028791428","0.09380310028791428"
"186","0.052782583981752396","0.052782583981752396","0.052782583981752396"
"187","0.05963573977351189","0.05963573977351189","0.05963573977351189"
"188","0.06081754341721535","0.06081754341721535","0.06081754341721535"
"189","0.0465981662273407","0.0465981662273407","0.0465981662273407"
"190","0.06758355349302292","0.06758355349302292","0.06758355349302292"
"191","0.07995922863483429","0.07995922863483429","0.07995922863483429"
"192","0.04351039603352547","0.04351039603352547","0.04351039603352547"
"193","0.04470806196331978","0.04470806196331978","0.04470806196331978"
"194","0.04229789599776268","0.04229789599776268","0.04229789599776268"
"195","0.051240019500255585","0.051240019500255585","0.051240019500255585"
"196","0.06778070330619812","0.06778070330619812","0.06778070330619812"
"197","0.08310987055301666","0.08310987055301666","0.08310987055301666"
"198","0.0557209774851799","0.0557209774851799","0.0557209774851799"
"199","0.07237251847982407","0.07237251847982407","0.07237251847982407"
"200","0.0764966756105423","0.0764966756105423","0.0764966756105423"
"201","0.0568292960524559","0.0568292960524559","0.0568292960524559"
"202","0.056206054985523224","0.056206054985523224","0.056206054985523224"
"203","0.07112745195627213","0.07112745195627213","0.07112745195627213"
"204","0.04996924847364426","0.04996924847364426","0.04996924847364426"
"205","0.06039005517959595","0.06039005517959595","0.06039005517959595"
"206","0.07245419174432755","0.07245419174432755","0.07245419174432755"
"207","0.050248946994543076","0.050248946994543076","0.050248946994543076"
"208","0.07283470779657364","0.07283470779657364","0.07283470779657364"
"209","0.0733567327260971","0.0733567327260971","0.0733567327260971"
"210","0.06693046540021896","0.06693046540021896","0.06693046540021896"
"211","0.06077804043889046","0.06077804043889046","0.06077804043889046"
"212","0.07279223203659058","0.07279223203659058","0.07279223203659058"
"213","0.06441076099872589","0.06441076099872589","0.06441076099872589"
"214","0.08997993171215057","0.08997993171215057","0.08997993171215057"
"215","0.10816332697868347","0.10816332697868347","0.10816332697868347"
"216","0.05839940533041954","0.05839940533041954","0.05839940533041954"
"217","0.07293982058763504","0.07293982058763504","0.07293982058763504"
"218","0.06772967427968979","0.06772967427968979","0.06772967427968979"
"219","0.043109431862831116","0.043109431862831116","0.043109431862831116"
"220","0.034263625741004944","0.034263625741004944","0.034263625741004944"
"221","0.048815809190273285","0.048815809190273285","0.048815809190273285"
"222","0.05306870490312576","0.05306870490312576","0.05306870490312576"
"223","0.04597139731049538","0.04597139731049538","0.04597139731049538"
"224","0.055090513080358505","0.055090513080358505","0.055090513080358505"
"225","0.05747774615883827","0.05747774615883827","0.05747774615883827"
"226","0.08542641252279282","0.08542641252279282","0.08542641252279282"
"227","0.09323075413703918","0.09323075413703918","0.09323075413703918"
"228","0.06265093386173248","0.06265093386173248","0.06265093386173248"
"229","0.05131525546312332","0.05131525546312332","0.05131525546312332"
"230","0.05736178532242775","0.05736178532242775","0.05736178532242775"
"231","0.059322841465473175","0.059322841465473175","0.059322841465473175"
"232","0.06706048548221588","0.06706048548221588","0.06706048548221588"
"233","0.08443674445152283","0.08443674445152283","0.08443674445152283"
"234","0.048254236578941345","0.048254236578941345","0.048254236578941345"
"235","0.03369392827153206","0.03369392827153206","0.03369392827153206"
"236","0.04632699117064476","0.04632699117064476","0.04632699117064476"
"237","0.0941816046833992","0.0941816046833992","0.0941816046833992"
"238","0.08312798291444778","0.08312798291444778","0.08312798291444778"
"239","0.09488144516944885","0.09488144516944885","0.09488144516944885"
"240","0.061236243695020676","0.061236243695020676","0.061236243695020676"
"241","0.09321938455104828","0.09321938455104828","0.09321938455104828"
"242","0.08329878002405167","0.08329878002405167","0.08329878002405167"
"243","0.0620974637567997","0.0620974637567997","0.0620974637567997"
"244","0.058706507086753845","0.058706507086753845","0.058706507086753845"
"245","0.049182575196027756","0.049182575196027756","0.049182575196027756"
"246","0.053674694150686264","0.053674694150686264","0.053674694150686264"
"247","0.06729341298341751","0.06729341298341751","0.06729341298341751"
"248","0.07419648766517639","0.07419648766517639","0.07419648766517639"
"249","0.038731899112463","0.038731899112463","0.038731899112463"
"250","0.02539183758199215","0.02539183758199215","0.02539183758199215"
"251","0.04735177010297775","0.04735177010297775","0.04735177010297775"
"252","0.0864936038851738","0.0864936038851738","0.0864936038851738"
"253","0.10945576429367065","0.10945576429367065","0.10945576429367065"
"254","0.10331890732049942","0.10331890732049942","0.10331890732049942"
"255","0.035812899470329285","0.035812899470329285","0.035812899470329285"
"256","0.048560187220573425","0.048560187220573425","0.048560187220573425"
"257","0.06568434834480286","0.06568434834480286","0.06568434834480286"
"258","0.05433855205774307","0.05433855205774307","0.05433855205774307"
"259","0.052698004990816116","0.052698004990816116","0.052698004990816116"
"260","0.0694470927119255","0.0694470927119255","0.0694470927119255"
"261","0.0519665963947773","0.0519665963947773","0.0519665963947773"
"262","0.04677905887365341","0.04677905887365341","0.04677905887365341"
"263","0.07696308195590973","0.07696308195590973","0.07696308195590973"
"264","0.05948716029524803","0.05948716029524803","0.05948716029524803"
"265","0.06086793541908264","0.06086793541908264","0.06086793541908264"
"266","0.10312952846288681","0.10312952846288681","0.10312952846288681"
"267","0.05068778246641159","0.05068778246641159","0.05068778246641159"
"268","0.04879055917263031","0.04879055917263031","0.04879055917263031"
"269","0.05385811626911163","0.05385811626911163","0.05385811626911163"
"270","0.07810068875551224","0.07810068875551224","0.07810068875551224"
"271","0.09993787109851837","0.09993787109851837","0.09993787109851837"
"272","0.06860902905464172","0.06860902905464172","0.06860902905464172"
"273","0.0495707169175148","0.0495707169175148","0.0495707169175148"
"274","0.06264836341142654","0.06264836341142654","0.06264836341142654"
"275","0.06918387115001678","0.06918387115001678","0.06918387115001678"
"276","0.06352310627698898","0.06352310627698898","0.06352310627698898"
"277","0.06236090138554573","0.06236090138554573","0.06236090138554573"
"278","0.05840834975242615","0.05840834975242615","0.05840834975242615"
"279","0.04817621409893036","0.04817621409893036","0.04817621409893036"
"280","0.054252929985523224","0.054252929985523224","0.054252929985523224"
"281","0.059181082993745804","0.059181082993745804","0.059181082993745804"
"282","0.045333992689847946","0.045333992689847946","0.045333992689847946"
"283","0.027087902650237083","0.027087902650237083","0.027087902650237083"
"284","0.05160265043377876","0.05160265043377876","0.05160265043377876"
"285","0.07696115970611572","0.07696115970611572","0.07696115970611572"
"286","0.07400257140398026","0.07400257140398026","0.07400257140398026"
"287","0.07927555590867996","0.07927555590867996","0.07927555590867996"
"288","0.06850132346153259","0.06850132346153259","0.06850132346153259"
"289","0.07103049755096436","0.07103049755096436","0.07103049755096436"
"290","0.06684450060129166","0.06684450060129166","0.06684450060129166"
"291","0.0530741848051548","0.0530741848051548","0.0530741848051548"
"292","0.086175836622715","0.086175836622715","0.086175836622715"
"293","0.09017569571733475","0.09017569571733475","0.09017569571733475"
"294","0.060342904180288315","0.060342904180288315","0.060342904180288315"
"295","0.0830032229423523","0.0830032229423523","0.0830032229423523"
"296","0.10912543535232544","0.10912543535232544","0.10912543535232544"
"297","0.07858653366565704","0.07858653366565704","0.07858653366565704"
"298","0.09829550981521606","0.09829550981521606","0.09829550981521606"
"299","0.1375901848077774","0.1375901848077774","0.1375901848077774"
"300","0.06758587807416916","0.06758587807416916","0.06758587807416916"
"301","0.07254055887460709","0.07254055887460709","0.07254055887460709"
"302","0.1102280467748642","0.1102280467748642","0.1102280467748642"
"303","0.06881976127624512","0.06881976127624512","0.06881976127624512"
"304","0.08404664695262909","0.08404664695262909","0.08404664695262909"
"305","0.07781605422496796","0.07781605422496796","0.07781605422496796"
"306","0.054704226553440094","0.054704226553440094","0.054704226553440094"
"307","0.07216540724039078","0.07216540724039078","0.07216540724039078"
"308","0.08532930165529251","0.08532930165529251","0.08532930165529251"
"309","0.05838857218623161","0.05838857218623161","0.05838857218623161"
"310","0.0589103102684021","0.0589103102684021","0.0589103102684021"
"311","0.07856133580207825","0.07856133580207825","0.07856133580207825"
"312","0.054002732038497925","0.054002732038497925","0.054002732038497925"
"313","0.05504376068711281","0.05504376068711281","0.05504376068711281"
"314","0.055951476097106934","0.055951476097106934","0.055951476097106934"
"315","0.057550132274627686","0.057550132274627686","0.057550132274627686"
"316","0.07693109661340714","0.07693109661340714","0.07693109661340714"
"317","0.10509597510099411","0.10509597510099411","0.10509597510099411"
"318","0.07625437527894974","0.07625437527894974","0.07625437527894974"
"319","0.07277990877628326","0.07277990877628326","0.07277990877628326"
"320","0.07028903067111969","0.07028903067111969","0.07028903067111969"
"321","0.05528990179300308","0.05528990179300308","0.05528990179300308"
"322","0.0537613146007061","0.0537613146007061","0.0537613146007061"
"323","0.07354363799095154","0.07354363799095154","0.07354363799095154"
"324","0.06007660925388336","0.06007660925388336","0.06007660925388336"
"325","0.0692690908908844","0.0692690908908844","0.0692690908908844"
"326","0.08414420485496521","0.08414420485496521","0.08414420485496521"
"327","0.05334736034274101","0.05334736034274101","0.05334736034274101"
"328","0.09004964679479599","0.09004964679479599","0.09004964679479599"
"329","0.14288344979286194","0.14288344979286194","0.14288344979286194"
"330","0.0552503764629364","0.0552503764629364","0.0552503764629364"
"331","0.05512642115354538","0.05512642115354538","0.05512642115354538"
"332","0.06655024737119675","0.06655024737119675","0.06655024737119675"
"333","0.05711682140827179","0.05711682140827179","0.05711682140827179"
"334","0.07113216072320938","0.07113216072320938","0.07113216072320938"
"335","0.05899888649582863","0.05899888649582863","0.05899888649582863"
"336","0.04898848012089729","0.04898848012089729","0.04898848012089729"
"337","0.09941796213388443","0.09941796213388443","0.09941796213388443"
"338","0.14357639849185944","0.14357639849185944","0.14357639849185944"
"339","0.062388673424720764","0.062388673424720764","0.062388673424720764"
"340","0.11025850474834442","0.11025850474834442","0.11025850474834442"
"341","0.15540152788162231","0.15540152788162231","0.15540152788162231"
"342","0.06413155049085617","0.06413155049085617","0.06413155049085617"
"343","0.035068921744823456","0.035068921744823456","0.035068921744823456"
"344","0.03800378367304802","0.03800378367304802","0.03800378367304802"
"345","0.05241559073328972","0.05241559073328972","0.05241559073328972"
"346","0.05196790024638176","0.05196790024638176","0.05196790024638176"
"347","0.08033724129199982","0.08033724129199982","0.08033724129199982"
"348","0.050589919090270996","0.050589919090270996","0.050589919090270996"
"349","0.04061797633767128","0.04061797633767128","0.04061797633767128"
"350","0.08959999680519104","0.08959999680519104","0.08959999680519104"
"351","0.04660254344344139","0.04660254344344139","0.04660254344344139"
"352","0.08730357140302658","0.08730357140302658","0.08730357140302658"
"353","0.10070539265871048","0.10070539265871048","0.10070539265871048"
"354","0.0730864480137825","0.0730864480137825","0.0730864480137825"
"355","0.10830912739038467","0.10830912739038467","0.10830912739038467"
"356","0.15650874376296997","0.15650874376296997","0.15650874376296997"
"357","0.048087820410728455","0.048087820410728455","0.048087820410728455"
"358","0.10399754345417023","0.10399754345417023","0.10399754345417023"
"359","0.13505277037620544","0.13505277037620544","0.13505277037620544"
"360","0.04483351111412048","0.04483351111412048","0.04483351111412048"
"361","0.07177839428186417","0.07177839428186417","0.07177839428186417"
"362","0.08200272917747498","0.08200272917747498","0.08200272917747498"
"363","0.046224333345890045","0.046224333345890045","0.046224333345890045"
"364","0.03830105811357498","0.03830105811357498","0.03830105811357498"
"365","0.048040684312582016","0.048040684312582016","0.048040684312582016"
"366","0.05839408561587334","0.05839408561587334","0.05839408561587334"
"367","0.0966155156493187","0.0966155156493187","0.0966155156493187"
"368","0.0880281999707222","0.0880281999707222","0.0880281999707222"
"369","0.0620676726102829","0.0620676726102829","0.0620676726102829"
"370","0.08732634037733078","0.08732634037733078","0.08732634037733078"
"371","0.09484895318746567","0.09484895318746567","0.09484895318746567"
"372","0.046926796436309814","0.046926796436309814","0.046926796436309814"
"373","0.06086329370737076","0.06086329370737076","0.06086329370737076"
"374","0.06618351489305496","0.06618351489305496","0.06618351489305496"
"375","0.09624353051185608","0.09624353051185608","0.09624353051185608"
"376","0.09389863908290863","0.09389863908290863","0.09389863908290863"
"377","0.13398325443267822","0.13398325443267822","0.13398325443267822"
"378","0.03234986960887909","0.03234986960887909","0.03234986960887909"
"379","0.07564542442560196","0.07564542442560196","0.07564542442560196"
"380","0.0980202928185463","0.0980202928185463","0.0980202928185463"
"381","0.04916718974709511","0.04916718974709511","0.04916718974709511"
"382","0.03376685082912445","0.03376685082912445","0.03376685082912445"
"383","0.04369772598147392","0.04369772598147392","0.04369772598147392"
"384","0.06467048078775406","0.06467048078775406","0.06467048078775406"
"385","0.09196210652589798","0.09196210652589798","0.09196210652589798"
"386","0.13994933664798737","0.13994933664798737","0.13994933664798737"
"387","0.04421175643801689","0.04421175643801689","0.04421175643801689"
"388","0.055722013115882874","0.055722013115882874","0.055722013115882874"
"389","0.058128029108047485","0.058128029108047485","0.058128029108047485"
"390","0.0692586675286293","0.0692586675286293","0.0692586675286293"
"391","0.1044422909617424","0.1044422909617424","0.1044422909617424"
"392","0.10974621772766113","0.10974621772766113","0.10974621772766113"
"393","0.06529135257005692","0.06529135257005692","0.06529135257005692"
"394","0.06309813261032104","0.06309813261032104","0.06309813261032104"
"395","0.04828168824315071","0.04828168824315071","0.04828168824315071"
"396","0.05689898505806923","0.05689898505806923","0.05689898505806923"
"397","0.06917981803417206","0.06917981803417206","0.06917981803417206"
"398","0.09178483486175537","0.09178483486175537","0.09178483486175537"
"399","0.058787841349840164","0.058787841349840164","0.058787841349840164"
"400","0.09005387872457504","0.09005387872457504","0.09005387872457504"
"401","0.1038464903831482","0.1038464903831482","0.1038464903831482"
"402","0.059546783566474915","0.059546783566474915","0.059546783566474915"
"403","0.050302810966968536","0.050302810966968536","0.050302810966968536"
"404","0.03874102607369423","0.03874102607369423","0.03874102607369423"
"405","0.050024718046188354","0.050024718046188354","0.050024718046188354"
"406","0.062490157783031464","0.062490157783031464","0.062490157783031464"
"407","0.07972042262554169","0.07972042262554169","0.07972042262554169"
"408","0.039262812584638596","0.039262812584638596","0.039262812584638596"
"409","0.06837078183889389","0.06837078183889389","0.06837078183889389"
"410","0.08770230412483215","0.08770230412483215","0.08770230412483215"
"411","0.05610425025224686","0.05610425025224686","0.05610425025224686"
"412","0.08139554411172867","0.08139554411172867","0.08139554411172867"
"413","0.1264980584383011","0.1264980584383011","0.1264980584383011"
"414","0.05854540318250656","0.05854540318250656","0.05854540318250656"
"415","0.0685591995716095","0.0685591995716095","0.0685591995716095"
"416","0.06685061752796173","0.06685061752796173","0.06685061752796173"
"417","0.06920122355222702","0.06920122355222702","0.06920122355222702"
"418","0.06542588025331497","0.06542588025331497","0.06542588025331497"
"419","0.06376240402460098","0.06376240402460098","0.06376240402460098"
"420","0.055150724947452545","0.055150724947452545","0.055150724947452545"
"421","0.09683728963136673","0.09683728963136673","0.09683728963136673"
"422","0.07818432152271271","0.07818432152271271","0.07818432152271271"
"423","0.04847300797700882","0.04847300797700882","0.04847300797700882"
"424","0.06668652594089508","0.06668652594089508","0.06668652594089508"
"425","0.08038582652807236","0.08038582652807236","0.08038582652807236"
"426","0.06219513714313507","0.06219513714313507","0.06219513714313507"
"427","0.09864126145839691","0.09864126145839691","0.09864126145839691"
"428","0.11212287843227386","0.11212287843227386","0.11212287843227386"
"429","0.060814473778009415","0.060814473778009415","0.060814473778009415"
"430","0.07268433272838593","0.07268433272838593","0.07268433272838593"
"431","0.056943558156490326","0.056943558156490326","0.056943558156490326"
"432","0.052016571164131165","0.052016571164131165","0.052016571164131165"
"433","0.10242398083209991","0.10242398083209991","0.10242398083209991"
"434","0.0890173614025116","0.0890173614025116","0.0890173614025116"
"435","0.053116001188755035","0.053116001188755035","0.053116001188755035"
"436","0.0500718392431736","0.0500718392431736","0.0500718392431736"
"437","0.05958423390984535","0.05958423390984535","0.05958423390984535"
"438","0.0633770152926445","0.0633770152926445","0.0633770152926445"
"439","0.06039227917790413","0.06039227917790413","0.06039227917790413"
"440","0.05195862054824829","0.05195862054824829","0.05195862054824829"
"441","0.04580334573984146","0.04580334573984146","0.04580334573984146"
"442","0.09796760976314545","0.09796760976314545","0.09796760976314545"
"443","0.11260441690683365","0.11260441690683365","0.11260441690683365"
"444","0.047190308570861816","0.047190308570861816","0.047190308570861816"
"445","0.06429056823253632","0.06429056823253632","0.06429056823253632"
